symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector
HUIZ,Huize Holding Ltd.,5.82,5.81,5.82,5.76,5.81,8007,5.83,-0.02,-0.00343,40204,258316795,14.8,4.83,-0.45793,NASDAQ,9428,0,-166.48,Finance
IRMD,IRadimed Corp.,22.48,21.45,22.745,21.32,21.45,64442,22.24,-0.79,-0.03552,40035,258472500,28.43,14.42,-0.13012,NASDAQ,65539,0,25.78,Health Technology
TBNK,"Territorial Bancorp, Inc.",26.15,27.32,27.52,25.81,27.32,26297,25.36,1.96,0.07729,24725,259391379,32.45,20.25,-0.04001,NASDAQ,27738,0,12.7,Finance
OFSSI,OFS Capital Corp.,,,19.41,19.4,19.41,0,19.41,0,0,1580,259948425,25.23,10.1,-0.2224,NASDAQ,584,0,,Finance
CIICU,CIIG Merger Corp.,,,10.09,10.09,10.09,0,,,,,261078750,0,0,0,NASDAQ,,0,,Finance
ICAD,"iCAD, Inc.",11.48,11.43,11.48,10.73,11.43,236083,11.34,0.09,0.00794,294205,261215505,15.31,5.5,0.48274,NASDAQ,195845,0,-10.28,Technology Services
PBFS,"Pioneer Bancorp, Inc. (New York)",9.76,10.06,10.37,9.53,10.06,22979,9.7,0.36,0.03711,23095,261338680,15.35,8.06,-0.30539,NASDAQ,18240,0,-78.9,Finance
CSWC,Capital Southwest Corp.,14.1,14.03,14.15,13.834,14.03,100084,13.91,0.12,0.00863,124499,261350840,22.9,7.39,-0.31717,NASDAQ,106215,0,18.49,Finance
SMBK,"SmartFinancial, Inc.",15.89,17.18,17.23,15.76,17.18,31321,15.39,1.79,0.11631,28711,261426342,23.99,11.05,-0.15819,NASDAQ,42932,0,9.8,Finance
ADMA,"ADMA Biologics, Inc.",3.07,3.03,3.07,2.77,3.03,3172572,2.94,0.09,0.03061,2581585,261626259,5.48,1.45,-0.21939,NASDAQ,4544678,0,-3.42,Health Technology
GRWG,GrowGeneration Corp.,6.49,6.83,6.94,6.21,6.83,922162,6.43,0.4,0.06221,444953,263187220,6.97,2.62,0.70801,NASDAQ,972149,0,-1951.43,Distribution Services
GWGH,"GWG Holdings, Inc.",8.47,7.97,8.501,7.88,7.97,13122,8.3,-0.33,-0.03976,7009,263301702,14.02,6.1,-0.23066,NASDAQ,2641,0,4.65,Finance
FMAO,"Farmers & Merchants Bancorp, Inc. (Ohio)",23,23.75,24.5,22.52,23.75,17705,22.85,0.9,0.03939,14948,264323250,31.8,17.4,-0.18271,NASDAQ,11955,0,13.7,Finance
SCOR,"comScore, Inc.",3.46,3.77,3.85,3.46,3.77,845251,3.42,0.35,0.10234,434330,264684914,10.43,1.43,-0.13756,NASDAQ,401011,0,-0.72,Commercial Services
CAMP,CalAmp Corp.,7.73,7.72,7.853,7.28,7.72,278060,7.54,0.18,0.02387,436211,264994404,12.64,3.7,-0.17783,NASDAQ,397257,0,-3.29,Electronic Technology
ADRO,"Aduro BioTech, Inc.",3.19,3.28,3.31,3.03,3.28,353120,3.19,0.09,0.02821,458426,265145688,4.04,0.9011,1.71671,NASDAQ,676376,0,-3.96,Health Technology
ITIC,Investors Title Co.,136.44,140.29,143.65,133.12,140.29,3744,131.8,8.49,0.06442,8225,265288390,182.52,96.45,-0.04768,NASDAQ,4520,0,14.87,Finance
OPRT,Oportun Financial Corp.,8.9,9.77,9.86,8.82,9.77,191629,8.8,0.97,0.11023,282275,265468486,25.84,5.26,-0.48607,NASDAQ,187184,0,-1.47,Finance
STRL,"Sterling Construction Co., Inc.",9.48,9.49,9.58,9.2,9.49,185612,9.19,0.3,0.03264,243254,265502679,17.49,6.72,-0.30186,NASDAQ,166792,0,6.25,Industrial Services
CBMG,"Cellular Biomedicine Group, Inc.",14.56,13.7,14.56,13.62,13.7,113424,14.45,-0.75,-0.0519,87902,265660810,18.99,10.98,-0.2067,NASDAQ,150561,0,-5.06,Health Technology
PFIS,Peoples Financial Services Corp.,,,37.43,35.11,36.2,18244,36,0.2,0.00556,12586,265825288,53.88,29.01,-0.27204,NASDAQ,10637,0,10.87,Finance
EQBK,"Equity Bancshares, Inc.",17.94,17.5,17.99,17.41,17.5,121927,17.27,0.23,0.01332,60180,265982500,31.91,12.49,-0.41938,NASDAQ,42115,0,8.8,Finance
MRNS,"Marinus Pharmaceuticals, Inc.",3.29,3.07,3.29,2.95,3.07,1049378,3.18,-0.11,-0.03459,828332,266267240,4.83,0.77,0.36091,NASDAQ,1294778,0,-2.88,Health Technology
MCBC,Macatawa Bank Corp.,7.46,7.81,7.82,7.46,7.81,139931,7.39,0.42,0.05683,112130,266383480,11.42,6.01,-0.23957,NASDAQ,129355,0,8.65,Finance
SONA,"Southern National Bancorp of Virginia, Inc.",10.49,10.99,11.04,9.99,10.99,125261,10.08,0.91,0.09028,103735,267035020,16.85,7.58,-0.23962,NASDAQ,147690,0,9.73,Finance
OFSSL,OFS Capital Corp.,20,19.98,19.99,19.979,19.98,966,20.55,-0.57,-0.02774,5190,267582150,26,8.05,-0.23774,NASDAQ,1640,0,,Finance
EXPC,Experience Investment Corp.,9.78,9.77,9.78,9.74,9.77,10,9.77,0,0,32660,268675000,10.29,9.28,-0.0111,NASDAQ,3029,0,,Finance
GDYN,"Grid Dynamics Holdings, Inc.",,,,,9.55,594366,9.95,-0.4,-0.0402,508579,268737000,13.51,9,-0.1688,NASDAQ,170253,0,-80.86,Technology Services
CIVB,"Civista Bancshares, Inc.",15.99,16.77,17.07,15.73,16.77,94055,15.51,1.26,0.08124,56668,268968999,24.32,11.62,-0.22006,NASDAQ,49158,0,8.43,Finance
OFSSZ,OFS Capital Corp.,20.15,20.15,20.25,19.92,20.15,4238,19.96,0.19,0.00952,1016,269858875,26.95,11.37,-0.19808,NASDAQ,650,0,,Finance
CIICU,CIIG Merger Corp.,,,,,10.48,250000,,,,,271170000,10.48,0,0,NASDAQ,,0,,Commercial Services
CHMA,"Chiasma, Inc.",6.72,6.43,6.74,6.31,6.43,561992,6.65,-0.22,-0.03308,331517,271765879,9.25,2.88,0.23772,NASDAQ,415647,0,-5.85,Health Technology
GPOR,Gulfport Energy Corp.,1.79,1.7,1.83,1.64,1.7,4513286,1.75,-0.05,-0.02857,6250507,271784100,6.24,0.35,-0.47667,NASDAQ,4057789,0,-0.11,Energy Minerals
GMDA,Gamida Cell Ltd.,5.86,5.75,5.86,5.29,5.75,861563,5.73,0.02,0.00349,524574,272111850,7.7,2.6,0.28699,NASDAQ,1375484,0,-5.12,Health Technology
BSGM,"BioSig Technologies, Inc.",10.64,10.42,10.747,9.76,10.42,547245,10.56,-0.14,-0.01326,1024620,272536142,12.43,2.36,0.73804,NASDAQ,418344,0,-6.01,Health Technology
IGIC,International General Insurance Holdings Ltd.,6,5.65,6,5.65,5.65,15698,5.9,-0.25,-0.04237,18532,273727245,11.52,5.48,-0.50427,NASDAQ,3507,0,62.85,Finance
PLPC,Preformed Line Products Co.,54.42,55,55.765,52,55,8592,53.26,1.74,0.03267,8789,273890650,76.6,36.16,-0.05903,NASDAQ,8887,0,10.98,Producer Manufacturing
VRML,"Vermillion, Inc.",2.84,2.82,2.85,2.54,2.82,381634,2.73,0.09,0.03297,437436,274605678,2.85,0.3506,2.51407,NASDAQ,313054,0,-16.71,Health Technology
EXPCU,Experience Investment Corp.,10.02,10.02,10.02,10,10.02,21156,,,,,275550000,0,0,0,NASDAQ,,0,,Finance
VRAY,"ViewRay, Inc.",1.83,1.87,1.89,1.77,1.87,1118179,1.76,0.11,0.0625,1661294,275636130,9.76,1.11,-0.4944,NASDAQ,1407045,0,-1.83,Health Technology
RBB,RBB Bancorp,13.35,13.97,14.06,13,13.97,84322,12.91,1.06,0.08211,73411,275758021,21.9,10.61,-0.26019,NASDAQ,112185,0,7.88,Finance
LMRK,Landmark Infrastructure Partners LP,10.75,10.84,11,10.56,10.84,49702,10.54,0.3,0.02846,96863,276181520,18.45,7.05,-0.31134,NASDAQ,69338,0,-54200,Finance
ABEO,"Abeona Therapeutics, Inc.",3.08,3.3,3.33,3.02,3.3,1147330,3.05,0.25,0.08197,1125508,276203070,6.52,1.35,0.00117,NASDAQ,745189,0,-1.99,Health Technology
GRTX,"Galera Therapeutics, Inc.",11.25,11.14,11.29,10.8,11.14,17354,11.15,-0.01,-0.0009,15699,276546044,19.5,5.58,-0.1614,NASDAQ,38991,0,,Health Technology
FMCI,Forum Merger Ii Corp.,10.81,10.79,10.85,10.65,10.79,927675,10.75,0.04,0.00372,614117,276767816,11.28,9.76,0.05742,NASDAQ,589061,0,174.6,Finance
TITN,"Titan Machinery, Inc.",,,,,12.4,96316,12.7,-0.3,-0.02362,126929,277115200,21.88,12.17,-0.174886,NASDAQ,75165,0,24.87,Retail Trade
TARA,"Protara Therapeutics, Inc.",46.6,47.48,47.75,44,47.48,17836,46.95,0.53,0.01129,13983,277435136,48.5,19.22,0.59399,NASDAQ,32413,0,-2.54,Health Technology
CBAY,"CymaBay Therapeutics, Inc.",4,4.03,4.07,3.815,4.03,2111453,3.96,0.07,0.01768,5293127,277594460,13.1,1.21,1.07378,NASDAQ,1991092,0,-2.98,Health Technology
DLTH,"Duluth Holdings, Inc.",8.64,8.54,8.69,8.51,8.54,210999,8.71,-0.17,-0.01952,310577,277763500,26.87,7.51,-0.142723,NASDAQ,260338,210999,18.06,Consumer Non-Durables
TCRR,"TCR2 Therapeutics, Inc.",12.21,11.54,12.21,11,11.54,168189,11.71,-0.17,-0.01452,92986,277835886,21.06,5.84,-0.22302,NASDAQ,300559,0,-5.19,Health Technology
AGRX,"Agile Therapeutics, Inc.",2.91,3.19,3.22,2.82,3.19,3770232,2.89,0.3,0.10381,2309086,278210108,4.77,0.35,0.34991,NASDAQ,1719210,0,-8.82,Health Technology
GLRE,Greenlight Capital Re Ltd.,7.66,7.5,7.66,7.35,7.5,319112,7.14,0.36,0.05042,295412,278559113,11.26,5,-0.21288,NASDAQ,521032,0,-5.39,Finance
CASI,"CASI Pharmaceuticals, Inc.",2.76,2.77,2.77,2.62,2.77,257252,2.72,0.05,0.01838,241654,279534550,3.82,1.15,-0.09092,NASDAQ,406170,0,-5.79,Health Technology
EBTC,"Enterprise Bancorp, Inc.",23.5,23.58,24.16,23.33,23.58,18904,23.21,0.37,0.01594,17206,280533618,34.75,19.28,-0.28826,NASDAQ,12922,0,9.44,Finance
TELL,"Tellurian, Inc.",1.1,1.05,1.11,1.05,1.05,3159124,1.08,-0.03,-0.02778,3074249,280543200,9.28,0.6664,-0.88398,NASDAQ,4292220,0,-1.45,Energy Minerals
BWMX,Betterware de México SAPI de CV,,,8.6,8.18,8.18,1544,8.6,-0.42,-0.04884,577,281809180,10.04,5.67,-0.02634,NASDAQ,236,0,,Retail Trade
AVID,"Avid Technology, Inc.",6.51,6.45,6.63,6.375,6.45,976650,6.37,0.08,0.01256,773913,281850810,10.79,4.67,-0.24174,NASDAQ,1249169,0,148.96,Technology Services
SMMT,Summit Therapeutics Plc,4.1,4.2,4.2,3.8,4.2,112919,4.12,0.08,0.01942,226323,282374400,5.49,1.13,1.64442,NASDAQ,120888,0,-4.36,Health Technology
HTBI,"HomeTrust Bancshares, Inc.",15.89,16.63,16.8,15.72,16.63,70027,15.39,1.24,0.08057,75141,283044263,27.79,11.75,-0.30053,NASDAQ,113549,0,10.52,Finance
AMCI,AMCI Acquisition Corp.,10.45,10.3,10.45,10.24,10.3,4100,10.3,0,0,108547,283919696,10.48,9.85,0.0168,NASDAQ,6,0,115.99,Finance
VSTM,"Verastem, Inc.",1.83,1.75,1.83,1.719,1.75,5834834,1.8,-0.05,-0.02778,10296324,284434500,4.67,0.83,0.25902,NASDAQ,6071520,0,-0.95,Health Technology
NPA,New Providence Acquisition Corp.,9.99,9.9,9.99,9.9,9.9,10,9.9,0,0,10019,284625000,10.1,9.5,0.003,NASDAQ,,0,188.57,Finance
LAWS,"Lawson Products, Inc.",32.1,31.65,32.55,31.19,31.65,33257,31.39,0.26,0.00828,21801,284723400,58.28,24.52,-0.38702,NASDAQ,30041,0,18.27,Distribution Services
AMAG,"AMAG Pharmaceuticals, Inc.",7.97,8.32,8.37,7.67,8.32,485717,7.85,0.47,0.05987,561176,285149696,13.53,4.41,-0.26373,NASDAQ,526820,0,-0.76,Health Technology
FWP,Forward Pharma A/S,5.95,6,6.1,5.65,6,112556,6,0,0,278602,285221592,12.72,4.61,-0.0769,NASDAQ,97825,0,-7.14,Health Technology
MTRX,Matrix Service Co.,10.07,10.92,11.165,9.87,10.92,286191,9.96,0.96,0.09639,206795,285446616,24.36,7.11,-0.43051,NASDAQ,360560,0,-20.17,Industrial Services
MCFT,"Mastercraft Boat Holdings, Inc.",14.46,15.19,15.295,13.91,15.19,562153,13.88,1.31,0.09438,299792,286667199,22.14,4.9,0.05218,NASDAQ,248772,0,-9.09,Consumer Durables
SOHU,Sohu.com Ltd.,7.28,7.31,7.48,7.2,7.31,577286,7.24,0.07,0.00967,531682,286763990,14.94,5.41,-0.34963,NASDAQ,633149,0,-2.54,Technology Services
TNAV,"TeleNav, Inc.",6.06,5.96,6.1,5.89,5.96,412360,6.06,-0.1,-0.0165,576043,286985920,11.67,3.71,0.227853,NASDAQ,516748,412360,-38.6,Communications
FNKO,"Funko, Inc.",5.29,5.8,5.89,5.08,5.8,1202205,5.13,0.67,0.1306,934629,287022280,27.89,3.12,-0.5334,NASDAQ,963597,0,28.8,Consumer Durables
IMVTU,"Immunovant, Inc.",,,,,20,23,,,,,287500000,20,0,0,NASDAQ,,0,,Health Technology
AOSL,Alpha & Omega Semiconductor Ltd.,11.2,11.47,11.53,10.87,11.47,127316,11.1,0.37,0.03333,164868,287643513,14.5,5.82,-0.13307,NASDAQ,132540,0,-73.38,Electronic Technology
ATRO,Astronics Corp.,9.85,9.36,10.05,9.2,9.36,624021,9.46,-0.1,-0.01057,357323,287875318,44.34,6.99,-0.67807,NASDAQ,341387,0,-3.09,Electronic Technology
AKTS,"Akoustis Technologies, Inc.",8.3,7.91,8.3,7.71,7.91,593197,8.23,-0.32,-0.03888,813678,288469790,9.31,3.76,-0.05988,NASDAQ,532560,0,-7.93,Electronic Technology
UROV,Urovant Sciences Ltd.,9.7,9.46,9.7,8.77,9.46,58189,9.64,-0.18,-0.01867,46171,288719200,15.98,6.55,-0.42487,NASDAQ,134555,0,-2.31,Health Technology
HOOK,"HOOKIPA Pharma, Inc.",10.7,11.27,11.42,9.89,11.27,68668,10.52,0.75,0.07129,95235,289016130,14.37,5.8,-0.00871,NASDAQ,56131,0,,Health Technology
NH,"NantHealth, Inc.",2.61,2.62,2.68,2.32,2.62,493123,2.59,0.03,0.01158,269104,289824400,3.25,0.45,1.43748,NASDAQ,222399,0,-5.57,Technology Services
BFST,"Business First Bancshares, Inc.",14.1,14.14,14.33,13.93,14.14,97219,13.79,0.35,0.02538,59258,292237036,26.64,9.17,-0.41062,NASDAQ,93779,0,8.33,Finance
NVEC,NVE Corp.,59.99,60.45,63.73,59.7,60.45,32997,59.1,1.35,0.02284,22400,292278168,76.4,42.85,-0.13526,NASDAQ,29376,0,20.16,Technology Services
MCBS,"MetroCity Bankshares, Inc.",10.43,11.45,11.69,10.23,11.45,59004,10.33,1.12,0.10842,42067,292317355,19.07,8.31,-0.24318,NASDAQ,43350,0,6.19,Finance
OGI,"OrganiGram Holdings, Inc.",1.79,1.69,1.797,1.58,1.69,7488439,1.72,-0.03,-0.01744,5729949,292503510,1.8,1.09,0.02576,NASDAQ,8806351,0,-8.65,Process Industries
CPTAG,Capitala Finance Corp.,17.71,18.01,18.01,17.55,18.01,16047,17.56,0.45,0.02563,8759,292959665,27.22,9.08,-0.24967,NASDAQ,3025,0,,Finance
NEPT,"Neptune Wellness Solutions, Inc.",3.06,3.09,3.09,2.81,3.09,995761,3.04,0.05,0.01645,1482081,293410950,6.57,0.96,0.12395,NASDAQ,1167456,0,-10.13,Health Technology
VALU,"Value Line, Inc.",28.29,30.54,31.4,28.01,30.54,7087,27.5,3.04,0.11055,3583,293694629,36.6,18.4,0.14265,NASDAQ,965,0,19.47,Technology Services
CDXC,Chromadex Corp.,4.72,4.78,4.85,4.62,4.78,266937,4.7,0.08,0.01702,732554,293864362,5.8,2.5,0.11842,NASDAQ,316146,0,-9.34,Process Industries
BREW,"Craft Brew Alliance, Inc.",15.15,15.07,15.21,15.02,15.07,205029,14.94,0.13,0.0087,214620,294547671,17.19,7.11,-0.0785,NASDAQ,156083,0,-59.33,Consumer Non-Durables
EZPW,"EZCORP, Inc.",5.4,5.35,5.44,5.24,5.35,406352,5.3,0.05,0.00943,545167,294612575,10.2,3.41,-0.21297,NASDAQ,618282,0,-7.99,Finance
AMCIU,AMCI Acquisition Corp.,10.69,10.69,10.725,10.69,10.69,15,,,,,294670053,10.05,9.9,0,NASDAQ,,0,120.38,Finance
EVFM,"Evofem Biosciences, Inc.",5.71,5.93,6.05,5.42,5.93,3594833,5.79,0.14,0.02418,1332264,294855611,7.5,3.34,-0.03002,NASDAQ,17271640,0,-3.07,Health Technology
VALU,"Value Line, Inc.",,,,,30.65,2197,29.4,1.25,0.04252,7186,295527300,36.6,18.4,0.07832,NASDAQ,13692,0,23.43,Finance
VSEC,VSE Corp.,26.26,26.84,27.02,24.6,26.84,48333,24.91,1.93,0.07748,40994,296399488,41.14,13.83,-0.21932,NASDAQ,38176,0,8.7,Industrial Services
ATEC,"Alphatec Holdings, Inc.",4.65,4.68,4.72,4.33,4.68,209190,4.6,0.08,0.01739,464304,296865972,7.93,2.19,-0.32621,NASDAQ,415021,0,-4.12,Health Technology
CZNC,Citizens & Northern Corp.,19.87,21.56,21.64,19.64,21.56,25656,19.16,2.4,0.12526,27970,297234784,29.06,15.69,-0.11854,NASDAQ,20997,0,15.91,Finance
BCYC,Bicycle Therapeutics Plc,17.68,16.51,17.792,16.15,16.51,27912,17.78,-1.27,-0.07143,30023,297447578,19.79,6.24,0.61157,NASDAQ,45246,0,-6.2,Health Technology
CNCE,"Concert Pharmaceuticals, Inc.",9.81,10.04,10.09,9.305,10.04,122783,9.83,0.21,0.02136,147750,297719132,13.09,5.36,0.09866,NASDAQ,85458,0,-3.27,Health Technology
AMNB,"American National Bankshares, Inc. (Virginia)",26.39,27.23,27.5,25.36,27.23,23355,25.32,1.91,0.07543,24983,298375448,41.5,18.53,-0.23657,NASDAQ,17528,0,12.87,Finance
TMDX,"TransMedics Group, Inc.",14.1,13.98,14.5,13.315,13.98,1597183,15.95,-1.97,-0.12351,146704,298633770,31.23,10.1,-0.39231,NASDAQ,355943,0,-7.2,Health Technology
RMNI,"Rimini Street, Inc.",4.33,4.38,4.4,4.22,4.38,91939,4.25,0.13,0.03059,69996,298654680,5.48,2.22,0.15659,NASDAQ,81966,0,-16.42,Technology Services
PRQR,ProQR Therapeutics NV,5.5,5.54,5.61,5.2,5.54,183303,5.33,0.21,0.0394,153387,299025932,13.28,4.46,-0.4066,NASDAQ,167823,0,-3.77,Health Technology
DFBH,DFB Healthcare Acquisitions Corp.,9.79,9.6,10,9.56,9.6,14018,9.71,-0.11,-0.01133,295502,300000000,10.87,9.21,-0.02353,NASDAQ,23090,0,452.83,Finance
NPAUU,New Providence Acquisition Corp.,10.45,10.45,10.45,10.08,10.45,12000,,,,,300437500,0,0,0,NASDAQ,,0,,Finance
CPTAL,Capitala Finance Corp.,17.8,18.5,18.5,17.8,18.5,15955,17.34,1.16,0.0669,7697,300930250,25.68,11,-0.1928,NASDAQ,7791,0,,Finance
TRUE,"TrueCar, Inc.",2.66,2.81,2.82,2.58,2.81,793173,2.63,0.18,0.06844,937748,301187040,6.54,1.98,-0.34616,NASDAQ,778206,0,-5.83,Technology Services
SPNE,SeaSpine Holdings Corp.,11.48,11.06,11.48,10.82,11.06,77982,11.22,-0.16,-0.01426,151049,301265552,16.78,4.02,-0.09646,NASDAQ,189397,0,-5.35,Health Technology
QTT,"Qutoutiao, Inc.",2.34,2.35,2.385,2.294,2.35,613682,2.28,0.07,0.0307,1115732,302462155,6.55,2.2,-0.2842,NASDAQ,1390203,0,-1.78,Technology Services
WTRE,Watford Holdings Ltd.,15.31,15.24,15.515,14.783,15.24,103348,14.9,0.34,0.02282,75418,303077880,28.99,10.86,-0.37268,NASDAQ,65508,0,-1.12,Finance
ATAX,America First Multifamily Investors LP,4.75,5.03,5.03,4.7,5.03,464068,4.72,0.31,0.06568,270007,304542356,8.18,3.76,-0.27762,NASDAQ,449440,0,13.34,Finance
MJCO,Majesco,7.03,7.05,7.05,6.635,7.05,7406,6.89,0.16,0.02322,12466,304813800,10.69,4.57,-0.11278,NASDAQ,13070,0,40.87,Finance
OPGNW,"OpGen, Inc.",,,20.25,20.25,20.25,0,,,,,305169525,1.34,0.02,0,NASDAQ,,0,,Commercial Services
WLDN,"Willdan Group, Inc.",25.23,26.26,26.37,24.71,26.26,64520,24.86,1.4,0.05632,68200,305929000,39.96,17.92,-0.11738,NASDAQ,64856,0,-108.69,Commercial Services
CHSCM,"CHS, Inc.",25.03,25,25.03,24.795,25,40255,25,0,0,25869,306800000,28.19,13.58,-0.0616,NASDAQ,48722,0,,Process Industries
RRBI,"Red River Bancshares, Inc.",41.82,41.98,42.493,40.51,41.98,15591,41.27,0.71,0.0172,13313,307419540,59,29.9,-0.2246,NASDAQ,7006,0,11.76,Finance
CDMO,"Avid Bioservices, Inc.",5.36,5.46,5.49,5.075,5.46,262283,5.27,0.19,0.03605,363679,308392812,8.38,3.02,-0.25395,NASDAQ,447868,0,-27.59,Health Technology
VMD,"Viemed Healthcare, Inc.",8.5,8.03,8.555,7.8,8.03,494913,8.48,-0.45,-0.05307,340477,309049004,8.72,6.13,0.11073,NASDAQ,353555,0,26.67,Health Services
CMFNL,"Investcorp Credit Management BDC, Inc.",20.05,22.29,22.3,19.81,22.29,5423,20,2.29,0.1145,7310,309162300,26.61,9.98,0.0129,NASDAQ,10536,0,,Finance
CCNE,CNB Financial Corp. (Pennsylvania),18.16,20.09,20.28,18.16,20.09,114392,17.5,2.59,0.148,58125,309317694,33.78,13.25,-0.2397,NASDAQ,45603,0,7.78,Finance
WTBA,"West Bancorporation, Inc.",18.21,18.81,18.97,17.3,18.81,57011,17.49,1.32,0.07547,51368,309373713,25.93,13.74,-0.19203,NASDAQ,85112,0,10.31,Finance
BWB,"Bridgewater Bancshares, Inc.",10.29,10.75,10.78,9.97,10.75,120680,10.04,0.71,0.07072,87796,309679550,13.9,7.99,-0.14458,NASDAQ,92438,0,9.81,Finance
SMMC,South Mountain Merger Corp.,9.92,9.92,9.92,9.86,9.92,2,9.92,0,0,4311,310000000,10.15,9.25,0.0051,NASDAQ,,0,168.99,Finance
ATCX,"Atlas Technical Consultants, Inc.",10.56,10.43,10.68,10.43,10.43,23881,10.56,-0.13,-0.01231,8810,310206014,14.14,5,0.01019,NASDAQ,52188,0,-2.57,Finance
BFYT,"Benefytt Technologies, Inc.",21.99,21.79,22.11,21.09,21.79,279189,21.45,0.34,0.01585,389903,310376041,35,15.6,0.13325,NASDAQ,430178,0,-19.07,Finance
SSPK,Silver Spike Acquisition Corp.,9.98,9.95,9.99,9.93,9.95,4505,9.93,0.02,0.00201,124062,310937500,10.57,9.51,0.00201,NASDAQ,100586,0,95.49,Finance
NODK,"NI Holdings, Inc.",14.76,14.28,14.85,14,14.28,17111,14.44,-0.16,-0.01108,25571,311008404,19.64,10.15,-0.16408,NASDAQ,23456,0,34.9,Finance
OMP,Oasis Midstream Partners LP,11.72,9.2,12,7.47,9.2,1967779,12.04,-2.84,-0.23588,732119,311064880,22.36,2.8,-0.68268,NASDAQ,1598538,0,-128.85,Industrial Services
BSRR,Sierra Bancorp,20.24,20.48,20.66,19.73,20.48,58684,19.5,0.98,0.05026,49810,311091200,30.15,13.05,-0.24954,NASDAQ,54275,0,8.99,Finance
CRSA,Crescent Acquisition Corp.,9.95,9.96,9.977,9.93,9.96,166754,9.94,0.02,0.00201,77197,311250000,10.42,9.1,0.00201,NASDAQ,14208,0,109.09,Finance
GNTY,"Guaranty Bancshares, Inc. (Texas)",26.75,28.29,28.29,26.75,28.29,34849,26.01,2.28,0.08766,21802,311580402,34.16,20.02,-0.05504,NASDAQ,18688,0,12,Finance
FSRV,Finserv Acquisition Corp.,9.8,9.78,9.9,9.7,9.78,3369,9.79,-0.01,-0.00102,22437,312128700,10.37,9.2,-0.00302,NASDAQ,15661,0,,Finance
SPKE,"Spark Energy, Inc.",8.63,8.84,8.925,8.31,8.84,308318,8.48,0.36,0.04245,155535,312135096,11.71,5.25,-0.00495,NASDAQ,409572,0,28.27,Utilities
LEGH,Legacy Housing Corp.,12.44,12.63,12.83,12.24,12.63,28896,12.21,0.42,0.0344,24524,312771846,17.5,8.5,-0.2174,NASDAQ,44031,0,10.03,Consumer Durables
CHSCN,"CHS, Inc.",25.6,25.5,26.08,25.36,25.5,21154,25.59,-0.09,-0.00352,17634,312936000,28.94,15.03,-0.07012,NASDAQ,11490,0,,Process Industries
SSPKU,Silver Spike Acquisition Corp.,10.02,10.02,10.12,10.02,10.02,12,,,,,313125000,0,0,0,NASDAQ,,0,96.16,Finance
DEACW,Diamond Eagle Acquisition Corp.,,,6.27,6.27,6.27,0,,,,,313500000,0,0,0,NASDAQ,,0,,Finance
OVID,"Ovid Therapeutics, Inc.",6.77,5.73,6.84,5.01,5.73,3710008,6.69,-0.96,-0.1435,976491,313740993,7.21,1.53,0.2143,NASDAQ,4543404,0,-3.87,Health Technology
MPAA,"Motorcar Parts of America, Inc.",16.63,16.56,16.92,16.2,16.56,93265,16.33,0.23,0.01408,133715,314060400,24.6,10.43,-0.24232,NASDAQ,79761,0,-164.45,Producer Manufacturing
MCRI,"Monarch Casino & Resort, Inc.",,,,,17.32,267018,23.99,-6.67,-0.27803,303495,314202120,57.57,17.3,-0.92373,NASDAQ,564921,0,9.81,Finance
VFF,"Village Farms International, Inc.",5.85,5.59,5.99,5.39,5.59,1924124,5.87,-0.28,-0.0477,1083542,314439736,14.6,2.07,-0.1618,NASDAQ,3810450,0,147.49,Process Industries
ALRS,Alerus Financial Corp.,18.13,18.41,18.49,17.77,18.41,21442,18,0.41,0.02278,17425,314921460,24,15.05,-0.17682,NASDAQ,31034,0,9.94,Finance
MTBCP,"MTBC, Inc.",25.4,25.45,25.49,25.39,25.45,28179,25.37,0.08,0.00315,39263,315587635,28.21,12.6,-0.04655,NASDAQ,22077,0,,Technology Services
HAYN,"Haynes International, Inc.",24.05,25.16,25.425,23.96,25.16,165161,23.75,1.41,0.05937,134999,315931604,39.04,17.61,-0.24213,NASDAQ,68118,0,18.3,Non-Energy Minerals
EGAN,eGain Corp.,10.06,10.3,10.54,9.65,10.3,198916,9.95,0.35,0.03518,149349,316092580,10.74,4.8,0.32428,NASDAQ,108578,0,60.3,Technology Services
FISI,"Financial Institutions, Inc.",18.87,19.74,20.42,18.57,19.74,51534,18.17,1.57,0.08641,56596,316222956,33.28,12.78,-0.30169,NASDAQ,54941,0,8.53,Finance
LAND,Gladstone Land Corp.,14.74,14.87,14.89,14.12,14.87,160941,14.69,0.18,0.01225,167241,317422455,14.89,9.61,0.15525,NASDAQ,172654,0,-264.59,Finance
HAFC,Hanmi Financial Corp.,9.49,10.38,10.49,9.43,10.38,547988,9.05,1.33,0.14696,323191,317805498,22.6,7.15,-0.33664,NASDAQ,387439,0,15.73,Finance
SWIR,"Sierra Wireless, Inc.",8.83,8.75,8.87,8.465,8.75,128186,8.74,0.01,0.00114,410265,317962750,13.09,4.31,-0.08736,NASDAQ,317846,0,-3.86,Electronic Technology
