symbol,companyName,open,close,high,low,latestPrice,latestVolume,previousClose,change,changePercent,avgTotalVolume,marketCap,week52High,week52Low,ytdChange,primaryExchange,previousVolume,volume,peRatio,sector,esg_category
AXGT,Axovant Gene Therapies Ltd.,3.38,3.41,3.49,3.3,3.41,185863,3.34,0.07,0.02096,171120,134784683,8.52,1.41,-0.31694,NASDAQ,140108,0,-1.17,Health Technology,2
ALSK,"Alaska Communications Systems Group, Inc.",2.68,2.58,2.68,2.55,2.58,244886,2.62,-0.04,-0.01527,255081,138186864,2.75,1.44,0.44233,NASDAQ,425807,0,19.35,Communications,2
RMTI,"Rockwell Medical, Inc.",2.07,2.14,2.17,2,2.14,570433,2.05,0.09,0.0439,641379,147807874,4.9,1.31,-0.0826,NASDAQ,529229,0,-4.03,Health Technology,2
THCAU,Tuscan Holdings Corp. II,9.75,9.75,9.925,9.75,9.75,8000,,,,,148346250,0,0,0,NASDAQ,,0,121.57,Finance,2
WRTC,"Wrap Technologies, Inc.",4.75,4.98,5,4.75,4.98,226536,4.78,0.2,0.04184,140011,150015528,7.87,3.07,-0.18006,NASDAQ,285142,0,-15.91,Producer Manufacturing,4
GAIA,"Gaia, Inc.",8.13,8.01,8.13,7.9,8.01,153505,8.14,-0.13,-0.01597,118835,150324471,10.49,4.7,-0.01477,NASDAQ,83399,0,-9.76,Commercial Services,2
APYX,Apyx Medical Corp.,4.82,4.44,4.85,4.4,4.44,124175,4.68,-0.24,-0.05128,112042,151777848,8.59,2.81,-0.52338,NASDAQ,138270,0,-9.44,Health Technology,2
PERI,Perion Network Ltd.,6.08,5.73,6.09,5.5,5.73,237545,6.14,-0.41,-0.06678,315310,153042570,9.7,2.76,-0.16588,NASDAQ,727673,0,11.49,Technology Services,2
REPR,"Repro-Med Systems, Inc.",,,,,4,18415,3.89,0.11,0.02828,38837,153536000,4.25,1.35,1.677287,NASDAQ,54709,0,6666.67,Health Technology,2
ALAC,Alberton Acquisition Corp.,10.6,10.6,10.8,10.6,10.6,94,10.6,0,0,18801,155711880,10.8,10.02,0.0251,NASDAQ,,0,113.25,Finance,3
IDYA,"IDEAYA Biosciences, Inc.",7.59,7.67,7.86,7.11,7.67,69805,7.19,0.48,0.06676,41778,156464165,12.63,2.95,0.13496,NASDAQ,27388,0,-2.58,Health Technology,2
MCMJ,Merida Merger Corp. I,9.75,9.75,9.75,9.75,9.75,125,9.62,0.13,0.01351,33484,159626025,10.28,7.72,0.01451,NASDAQ,342,0,,Finance,2
GPP,Green Plains Partners LP,6.48,7.1,7.1,6.45,7.1,96546,6.35,0.75,0.11811,117071,164443100,14.93,3.47,-0.37549,NASDAQ,71219,0,4.03,Transportation,2
DYAI,"Dyadic International, Inc.",6.08,6.03,6.12,5.84,6.03,67363,6.07,-0.04,-0.00659,226373,165639276,8,2.51,0.15301,NASDAQ,131408,0,-19.63,Health Technology,2
NBN,Northeast Bank (Maine),18.99,18.64,18.99,18.015,18.64,58693,18.34,0.3,0.01636,52256,168534175,27.58,6.2,-0.11664,NASDAQ,53782,0,15.44,Finance,3
ECOLW,"US Ecology, Inc.",5.09,5.35,5.35,4.99,5.35,8009,,,,,168541585,0,0,0,NASDAQ,,0,,Industrial Services,3
GSMG,Glory Star New Media Group Holdings Ltd.,3.13,3.2,3.54,3.13,3.2,66161,3.06,0.14,0.04575,78311,178876480,11.53,1.46,-0.64265,NASDAQ,71895,0,24.98,Finance,2
LIVX,"LiveXLive Media, Inc.",3.24,3.01,3.24,2.82,3.01,687877,3.18,-0.17,-0.05346,672654,179484193,4.6,0.72,0.83964,NASDAQ,436065,0,-4.08,Commercial Services,3
MVBF,MVB Financial Corp.,14.28,15.51,15.51,13.56,15.51,16587,13.78,1.73,0.12554,17839,185341398,27,8.22,-0.25286,NASDAQ,19205,0,7.45,Finance,3
PRTK,"Paratek Pharmaceuticals, Inc.",4.41,4.4,4.456,4.24,4.4,468976,4.4,0,0,570100,189780800,5.89,2.5,0.0918,NASDAQ,438303,0,-1.26,Health Technology,2
ATLO,Ames National Corp.,20.11,20.92,20.93,19.8,20.92,18749,19.86,1.06,0.05337,17754,190847930,29.3,17.25,-0.20083,NASDAQ,12035,0,11.69,Finance,3
GTYH,"GTY Technology Holdings, Inc.",3.35,3.6,3.6,3.21,3.6,65085,3.26,0.34,0.10429,115529,192934080,9.62,2.81,-0.28761,NASDAQ,63110,0,-2.61,Technology Services,1
VXRT,"Vaxart, Inc.",2.72,2.63,2.72,2.5,2.63,4520007,2.78,-0.15,-0.05396,10069188,195104709,4.12,0.2543,6.79674,NASDAQ,4921814,0,-3.04,Health Technology,2
PKOH,Park-Ohio Holdings Corp.,15.65,15.76,16.23,15.53,15.76,89170,15.42,0.34,0.02205,57323,196360144,36.11,10.78,-0.51255,NASDAQ,39990,0,6.74,Producer Manufacturing,1
SBBP,Strongbridge Biopharma Plc,3.79,3.63,3.88,3.52,3.63,440897,3.76,-0.13,-0.03457,370033,196920240,3.89,1.43,0.71063,NASDAQ,936373,0,-4.5,Health Technology,2
ARAY,"Accuray, Inc.",2.18,2.18,2.2,2.07,2.18,468438,2.12,0.06,0.0283,553588,197326188,4.68,1.33,-0.2068,NASDAQ,588478,0,79.56,Health Technology,2
LFACU,LF Capital Acquisition Corp.,,,10.22,10.22,10.22,0,,,,,198331875,10.3,8.04,0,NASDAQ,,0,,Finance,2
LFAC,LF Capital Acquisition Corp.,10.43,10.45,10.45,10.43,10.45,602,10.44,0.01,0.00096,71405,202795313,10.77,10.05,0.00766,NASDAQ,,0,152.33,Finance,1
VRA,"Vera Bradley, Inc.",5.66,6.12,6.15,5.51,6.12,183330,5.46,0.66,0.12088,205269,203821704,12.75,3.12,-0.36442,NASDAQ,196113,0,12.87,Consumer Non-Durables,2
TGLS,"Tecnoglass, Inc.",3.82,4.48,4.5,3.85,4.48,237744,3.77,0.71,0.18833,66498,206606848,8.93,2.15,-0.26867,NASDAQ,66657,0,-150.84,Producer Manufacturing,2
BBCP,"Concrete Pumping Holdings, Inc.",3.3,3.56,3.58,3.267,3.56,124884,3.25,0.31,0.09538,255799,207269964,6.1,1.82,-0.25502,NASDAQ,110055,0,-9.92,Finance,2
INSU,Insurance Acquisition Corp.,10.07,10.07,10.07,10.07,10.07,2,10.07,0,0,63644,207979063,10.61,9.52,0.002,NASDAQ,,0,136.82,Finance,2
WHF,"WhiteHorse Finance, Inc.",9.83,10.15,10.25,9.79,10.15,222512,9.62,0.53,0.05509,187766,208541900,14.79,5.51,-0.20081,NASDAQ,175968,0,72.45,Finance,1
BVXV,BiondVax Pharmaceuticals Ltd.,18.74,20.86,21.49,18.74,20.86,97869,19,1.86,0.09789,113848,209826380,25.5,5.2,1.23079,NASDAQ,156944,0,-4.67,Health Technology,2
NRBO,"NeuroBo Pharmaceuticals, Inc.",13.4,12.93,13.6,12.76,12.93,48924,13.01,-0.08,-0.00615,26957,212401110,30,7.21,0.40695,NASDAQ,14618,0,-1.06,Health Technology,2
AXTI,"AXT, Inc.",5.27,5.5,5.51,5.01,5.5,433933,5.22,0.28,0.05364,452763,224652450,5.91,1.85,0.31514,NASDAQ,352868,0,-118.03,Electronic Technology,3
ATLC,Atlanticus Holdings Corp.,14.11,14.62,14.65,14.11,14.62,7263,13.96,0.66,0.04728,19240,231968230,18.37,3.29,0.68998,NASDAQ,22693,0,9.58,Finance,2
PNNT,PennantPark Investment Corp.,3.36,3.47,3.48,3.268,3.47,364927,3.25,0.22,0.06769,408398,232646150,6.86,1.76,-0.40491,NASDAQ,509531,0,-8.55,Finance,3
ALCO,"Alico, Inc.",30.91,31.22,31.69,30.07,31.22,36352,30.5,0.72,0.02361,20608,233716354,38.25,22.55,-0.10699,NASDAQ,105203,0,6.28,Process Industries,4
NYMX,Nymox Pharmaceutical Corp.,3.39,3.36,3.4,3.25,3.36,106204,3.42,-0.06,-0.01754,121437,240972480,4.09,1.32,0.53086,NASDAQ,122827,0,-18.2,Health Technology,2
VERU,"Veru, Inc.",3.62,3.65,3.72,3.47,3.65,616692,3.63,0.02,0.00551,434916,241248575,4.74,1.67,0.09511,NASDAQ,433188,0,-23.64,Health Technology,2
FNLC,"The First Bancorp, Inc. (Maine)",21.39,22.78,22.9,20.75,22.78,21559,20.8,1.98,0.09519,22531,248894280,30.64,17.62,-0.15171,NASDAQ,19700,0,9.55,Finance,1
CSWC,Capital Southwest Corp.,14.1,14.03,14.15,13.834,14.03,100084,13.91,0.12,0.00863,124499,261350840,22.9,7.39,-0.31717,NASDAQ,106215,0,18.49,Finance,3
OPRT,Oportun Financial Corp.,8.9,9.77,9.86,8.82,9.77,191629,8.8,0.97,0.11023,282275,265468486,25.84,5.26,-0.48607,NASDAQ,187184,0,-1.47,Finance,2
TITN,"Titan Machinery, Inc.",,,,,12.4,96316,12.7,-0.3,-0.02362,126929,277115200,21.88,12.17,-0.174886,NASDAQ,75165,0,24.87,Retail Trade,1
TELL,"Tellurian, Inc.",1.1,1.05,1.11,1.05,1.05,3159124,1.08,-0.03,-0.02778,3074249,280543200,9.28,0.6664,-0.88398,NASDAQ,4292220,0,-1.45,Energy Minerals,3
VALU,"Value Line, Inc.",28.29,30.54,31.4,28.01,30.54,7087,27.5,3.04,0.11055,3583,293694629,36.6,18.4,0.14265,NASDAQ,965,0,19.47,Technology Services,2
VSEC,VSE Corp.,26.26,26.84,27.02,24.6,26.84,48333,24.91,1.93,0.07748,40994,296399488,41.14,13.83,-0.21932,NASDAQ,38176,0,8.7,Industrial Services,4
AMNB,"American National Bankshares, Inc. (Virginia)",26.39,27.23,27.5,25.36,27.23,23355,25.32,1.91,0.07543,24983,298375448,41.5,18.53,-0.23657,NASDAQ,17528,0,12.87,Finance,1
TMDX,"TransMedics Group, Inc.",14.1,13.98,14.5,13.315,13.98,1597183,15.95,-1.97,-0.12351,146704,298633770,31.23,10.1,-0.39231,NASDAQ,355943,0,-7.2,Health Technology,2
NPAUU,New Providence Acquisition Corp.,10.45,10.45,10.45,10.08,10.45,12000,,,,,300437500,0,0,0,NASDAQ,,0,,Finance,3
SPNE,SeaSpine Holdings Corp.,11.48,11.06,11.48,10.82,11.06,77982,11.22,-0.16,-0.01426,151049,301265552,16.78,4.02,-0.09646,NASDAQ,189397,0,-5.35,Health Technology,2
QTT,"Qutoutiao, Inc.",2.34,2.35,2.385,2.294,2.35,613682,2.28,0.07,0.0307,1115732,302462155,6.55,2.2,-0.2842,NASDAQ,1390203,0,-1.78,Technology Services,1
OPGNW,"OpGen, Inc.",,,20.25,20.25,20.25,0,,,,,305169525,1.34,0.02,0,NASDAQ,,0,,Commercial Services,2
CHSCN,"CHS, Inc.",25.6,25.5,26.08,25.36,25.5,21154,25.59,-0.09,-0.00352,17634,312936000,28.94,15.03,-0.07012,NASDAQ,11490,0,,Process Industries,4
BWMCU,Boxwood Merger Corp.,,,10.8,10.8,10.8,0,,,,,320547542,10.8,9.35,0,NASDAQ,,0,,Finance,3
CRAI,"CRA International, Inc.",41.78,42.9,43.53,41.34,42.9,29361,41.22,1.68,0.04076,39303,334157967,58.19,21.96,-0.17484,NASDAQ,28986,0,14.91,Commercial Services,3
DGII,"Digi International, Inc.",11.53,11.64,11.74,11.23,11.64,162903,11.37,0.27,0.02375,161832,337035036,18.99,6.18,-0.32705,NASDAQ,128163,0,53.76,Electronic Technology,3
CTAC,ChaSerg Technology Acquisition Corp.,,,,,12,0,12,0,0,492647,337680000,13.51,9.8,0.107011,NASDAQ,151631,0,140.52,Finance,2
MOFG,"MidWestOne Financial Group, Inc.",20.21,21.03,21.39,19.377,21.03,41006,19.48,1.55,0.07957,45019,338368494,39.03,15.25,-0.34303,NASDAQ,81635,0,9.64,Finance,3
KMDA,Kamada Ltd.,7.62,7.86,8.41,7.08,7.86,378807,7.65,0.21,0.02745,100457,349925628,9.75,4.4,0.16005,NASDAQ,322059,0,12.19,Health Technology,2
IIIN,"Insteel Industries, Inc.",17.92,18.53,18.69,17.13,18.53,80625,17.55,0.98,0.05584,101322,356906330,26.61,10,-0.09106,NASDAQ,70359,0,66.85,Producer Manufacturing,3
LOOP,"Loop Industries, Inc.",8.77,9,9.212,8.71,9,28362,8.52,0.48,0.05634,42151,359252100,18.65,6.05,-0.05076,NASDAQ,40432,0,-23.56,Process Industries,4
THCBU,Tuscan Holdings Corp.,,,10.22,10.22,10.22,0,,,,,362677140,0,0,0,NASDAQ,,0,,Finance,2
CASA,"Casa Systems, Inc.",4.11,4.4,4.44,4.02,4.4,237039,4.05,0.35,0.08642,406019,365376440,8.03,1.85,0.14922,NASDAQ,427090,0,-11.67,Electronic Technology,3
GXGXU,GX Acquisition Corp.,10.2,10.2,10.38,10.125,10.2,13501,,,,,366562500,0,0,0,NASDAQ,,0,,Finance,2
UBX,"Unity Biotechnology, Inc.",8.01,7.66,8.035,7.4,7.66,192041,7.79,-0.13,-0.01669,178099,376436146,10.2,4.62,0.04721,NASDAQ,297223,0,-3.75,Health Technology,2
JMPNZ,JMP Group LLC,18.78,19.35,19.35,18.5,19.35,21588,18.76,0.59,0.03145,8784,378822690,24.42,10,-0.13445,NASDAQ,56161,0,,Finance,1
FLXN,"Flexion Therapeutics, Inc.",10.17,10.32,10.83,9.61,10.32,2735372,9.69,0.63,0.06502,998381,397968096,22.98,5.01,-0.43998,NASDAQ,1507937,0,-2.72,Health Technology,2
CAN,"Canaan, Inc.",3.36,3,3.45,2.94,3,1410104,3.36,-0.36,-0.10714,452917,398699766,13,2.53,-0.61454,NASDAQ,707483,0,,Electronic Technology,2
MBWM,Mercantile Bank Corp.,23.56,24.64,25.03,23.18,24.64,49961,22.62,2.02,0.0893,54220,399318304,37.32,18.64,-0.2354,NASDAQ,61918,0,8.36,Finance,2
KE,"Kimball Electronics, Inc.",16.07,16.05,16.09,15.75,16.05,84835,16.25,-0.2,-0.01231,48988,410896050,18.49,12.48,-0.105018,NASDAQ,79301,84835,12.54,Electronic Technology,2
CALA,"Calithera Biosciences, Inc.",6.16,5.91,6.24,5.8,5.91,807476,6.11,-0.2,-0.03273,1086118,416323449,8.18,2.45,-0.01553,NASDAQ,686713,0,-3.41,Health Technology,2
IMVTW,"Immunovant, Inc.",6.04,6.5,6.65,5.37,6.5,289692,,,,,429446550,0,0,0,NASDAQ,,0,,Finance,2
PGEN,"Precigen, Inc.",2.54,2.52,2.59,2.4,2.52,931930,2.48,0.04,0.01613,1053540,430955280,8.77,1.26,-0.53387,NASDAQ,1002617,0,-1.23,Health Technology,2
DGICA,"Donegal Group, Inc.",14.66,14.9,14.94,14.23,14.9,55501,14.48,0.42,0.02901,52931,432552960,16.19,11.22,0.02371,NASDAQ,26294,0,15.04,Finance,3
ESTA,"Establishment Labs Holdings, Inc.",18.49,18.71,18.87,17.6,18.71,81427,18.14,0.57,0.03142,93997,436429460,29.78,7.56,-0.29138,NASDAQ,90255,0,-8.82,Health Technology,2
CNBKA,"Century Bancorp, Inc. (Massachusetts)",75.29,79.93,80.53,75.25,79.93,9276,73.97,5.96,0.08057,15475,445043046,93.49,51.4,-0.03563,NASDAQ,4558,0,9.22,Finance,2
BOMN,Boston Omaha Corp.,19.44,19.41,19.583,19.12,19.41,68134,19.11,0.3,0.0157,80392,457128016,25.44,13.04,-0.0666,NASDAQ,109232,0,-20.54,Commercial Services,3
PRTA,Prothena Corp. Plc,11.73,11.54,11.73,10.7,11.54,282101,11.52,0.02,0.00174,270602,460572940,17.63,6.71,-0.27566,NASDAQ,183459,0,-5.73,Health Technology,2
AROW,Arrow Financial Corp.,29.19,30.74,31.64,28.6,30.74,48303,28.4,2.34,0.08239,34409,460598938,38.31,20.79,-0.10421,NASDAQ,31183,0,12.48,Finance,2
NLTX,"Neoleukin Therapeutics, Inc.",12.03,12.14,12.34,11.16,12.14,199974,12.16,-0.02,-0.00164,216134,467207900,14.82,2.19,-0.01624,NASDAQ,247126,0,-4.56,Health Technology,2
SITM,SiTime Corp.,31.08,32.01,32.305,30,32.01,104878,31.43,0.58,0.01845,70009,482089806,36.91,15.42,0.24965,NASDAQ,108600,0,,Electronic Technology,1
PACQU,Pure Acquisition Corp.,,,10.55,10.55,10.55,0,,,,,484943410,11.37,10.08,0,NASDAQ,,0,,Finance,1
BFC,Bank First Corp.,62.4,63.1,63.49,61.365,63.1,14733,61.6,1.5,0.02435,9998,487918226,76.9,43.63,-0.07405,NASDAQ,18324,0,16.03,Finance,2
SIGA,"SIGA Technologies, Inc.",6.1,6.14,6.32,5.95,6.14,480550,6.02,0.12,0.01993,267366,497631036,6.32,3.96,0.29643,NASDAQ,592796,0,-28.06,Health Technology,2
IMRA,"Imara, Inc.",27.78,29.1,31.59,25.768,29.1,15150,28,1.1,0.03929,48617,502862550,31.59,13.4,1.11789,NASDAQ,9903,0,,Health Technology,2
NESR,National Energy Services Reunited Corp.,5.71,5.78,5.83,5.325,5.78,136258,5.63,0.15,0.02664,235470,505720522,9.54,4.04,-0.34306,NASDAQ,115969,0,13.47,Industrial Services,2
NEWTL,Newtek Business Services Corp.,24.35,24.43,24.464,24.36,24.43,1244,24.36,0.07,0.00287,2715,510674948,27.74,14.18,-0.05713,NASDAQ,615,0,,Commercial Services,2
MOBL,"MobileIron, Inc.",4.41,4.47,4.505,4.3,4.47,875683,4.44,0.03,0.00676,911629,515703900,7.79,2.94,-0.08104,NASDAQ,1402840,0,-11.21,Technology Services,1
DBVT,DBV Technologies SA,4.72,4.76,4.82,4.59,4.76,175498,4.55,0.21,0.04615,219269,522557541,13.49,2.02,-0.53035,NASDAQ,108132,0,-2.05,Health Technology,2
OBNK,"Origin Bancorp, Inc.",20.98,22.56,22.685,20.83,22.56,64051,20.24,2.32,0.11462,62257,529616304,38.14,15.98,-0.28758,NASDAQ,116461,0,13.06,Finance,1
CAC,Camden National Corp. (Maine),34.32,35.79,36.16,33.84,35.79,63212,32.98,2.81,0.0852,62134,535232292,48.48,25.74,-0.1418,NASDAQ,61718,0,9.72,Finance,2
ADTN,"ADTRAN, Inc.",11.35,11.38,11.39,10.95,11.38,327574,11.14,0.24,0.02154,388895,545756350,16.99,4.8,0.16064,NASDAQ,288622,0,-8.41,Electronic Technology,4
FDUSZ,Fidus Investment Corp.,22.75,22.78,22.814,22.43,22.78,534,22.18,0.6,0.02705,4370,556683972,29.15,13.85,-0.10085,NASDAQ,9003,0,,Finance,2
CRMT,"America's Car-Mart, Inc.",83.89,84.66,85.22,81.09,84.66,81134,81.02,3.64,0.04493,79323,560391631,129.7,35.18,-0.18747,NASDAQ,179978,0,10.95,Retail Trade,1
SRRK,Scholar Rock Holding Corp.,20.32,19.29,20.625,18.76,19.29,81278,20.15,-0.86,-0.04268,107921,576267531,21.92,6.95,0.40552,NASDAQ,204681,0,-9.63,Health Technology,2
VNDA,"Vanda Pharmaceuticals, Inc.",11.29,11.12,11.36,10.86,11.12,638752,11.17,-0.05,-0.00448,635288,603177712,17.85,7.12,-0.33458,NASDAQ,758315,0,5.08,Health Technology,2
CASS,"Cass Information Systems, Inc.",40.87,42.55,42.65,39.67,42.55,70810,39.9,2.65,0.06642,63344,613643335,60.97,28.85,-0.20038,NASDAQ,71126,0,20.63,Technology Services,1
QADB,"QAD, Inc.",30.01,30.26,30.26,27.01,30.26,70,30.26,0,0,171,618205748,38.04,20.53,-0.1734,NASDAQ,141,0,-32.37,Technology Services,2
LORL,"Loral Space & Communications, Inc.",19.9,20.05,20.36,18.885,20.05,589827,19.58,0.47,0.024,373284,620200094,42.77,13.68,-0.36,NASDAQ,252448,0,-8.85,Communications,2
CRTO,Criteo SA,10.25,10.07,10.3,9.9,10.07,463489,10.03,0.04,0.00399,397252,621009156,20.77,5.89,-0.41561,NASDAQ,612216,0,7.08,Technology Services,1
IPHS,"Innophos Holdings, Inc.",,,,,31.99,0,31.99,0,0,157250,629915090,37.53,23.85,0,NASDAQ,579405,0,29.45,Process Industries,4
CTBI,"Community Trust Bancorp, Inc. (Kentucky)",33.77,35.48,35.64,33.62,35.48,48121,32.81,2.67,0.08138,50556,631352408,47.54,26.45,-0.16162,NASDAQ,37148,0,11.2,Finance,3
SCSC,"ScanSource, Inc.",24.95,25.75,25.99,24.45,25.75,116807,24.35,1.4,0.05749,126491,652654350,39.01,13.78,-0.25011,NASDAQ,105931,0,18.13,Distribution Services,3
PLCE,"The Children's Place, Inc.",43.32,46.48,47.1,41.17,46.48,1313761,41.54,4.94,0.11892,886435,676028360,104.69,9.25,-0.14358,NASDAQ,641806,0,9.74,Retail Trade,3
AKRO,"Akero Therapeutics, Inc.",24.85,24.93,25.2,23.53,24.93,134885,24.41,0.52,0.0213,170467,714832848,34,10.78,0.1387,NASDAQ,182436,0,-6.68,Health Technology,2
OYST,"Oyster Point Pharma, Inc.",29.02,28.91,30.65,28.44,28.91,189456,28.9,0.01,0.00035,172505,726233655,41.37,13.26,0.18765,NASDAQ,184542,0,,Health Technology,2
FRHC,Freedom Holding Corp.,,,,,12.63,263906,12.95,-0.32,-0.02471,68394,733714590,14.44,7.2,0.500652,NASDAQ,173372,0,33.79,Energy Minerals,3
EXPI,"eXp World Holdings, Inc.",11.75,11.62,11.92,11.57,11.62,101490,11.73,-0.11,-0.00938,142809,751697800,12.55,7.79,0.037467,NASDAQ,211186,101490,-45.43,Commercial Services,2
GPRO,"GoPro, Inc.",4.4,4.83,4.88,4.38,4.83,11133569,4.35,0.48,0.11034,4119625,761081623,7.19,2,0.20804,NASDAQ,3264370,0,-13.1,Consumer Durables,3
NWLI,"National Western Life Group, Inc.",205.89,209.99,210.97,197.401,209.99,15372,199.89,10.1,0.05053,11771,763527840,298,120.55,-0.23087,NASDAQ,6035,0,8.31,Finance,3
NTGR,"NETGEAR, Inc.",25.72,25.9,26.36,25.35,25.9,255678,25.41,0.49,0.01928,446312,765329460,36.87,15.01,0.06368,NASDAQ,247965,0,93.54,Technology Services,2
JOUT,"Johnson Outdoors, Inc.",77.87,76.26,77.87,75.28,76.26,45032,76.06,0.2,0.00263,38190,768899991,84.42,48.76,-0.00817,NASDAQ,86255,0,14.31,Consumer Durables,2
CARB,"Carbonite, Inc.",,,,,22.98,0,22.98,0,0,1100067,797176200,29.76,11.86,0,NASDAQ,443886,0,-35.33,Technology Services,2
KURA,"Kura Oncology, Inc.",16.55,17.77,17.83,16.39,17.77,892458,16.36,1.41,0.08619,921749,807410159,21.42,6.35,0.36649,NASDAQ,493702,0,-11.37,Health Technology,2
RAVN,"Raven Industries, Inc.",22.7,22.85,23.19,21.05,22.85,206483,22.14,0.71,0.03207,181380,817573000,38,16.01,-0.31073,NASDAQ,207953,0,31.52,Producer Manufacturing,4
NTLA,"Intellia Therapeutics, Inc.",19.46,17.85,19.84,17.27,17.85,1345979,19.1,-1.25,-0.06545,834742,917141925,21.63,9.18,0.14145,NASDAQ,1514849,0,-7.93,Health Technology,2
ACHN,"Achillion Pharmaceuticals, Inc.",,,,,6.76,0,6.76,0,0,5540465,945663160,7.02,2.06,0,NASDAQ,105653227,0,-12.6,Health Technology,2
FRHC,Freedom Holding Corp.,17.02,17.19,17.19,16.92,17.19,187667,16.79,0.4,0.02382,93359,1002916170,17.19,9.1,0.19162,NASDAQ,305423,0,40.12,Finance,1
ESIO,"Electro Scientific Industries, Inc.",,,299600,299500,29.95,,,,,0,1029890650,299600,0,0,NASDAQ,,,,Electronic Technology,4
HCAT,"Health Catalyst, Inc.",27.88,27.5,27.95,25.68,27.5,855653,27.43,0.07,0.00255,821381,1045233750,49.85,17.48,-0.21335,NASDAQ,1036359,0,-5.23,Technology Services,2
CHCO,City Holding Co.,64.02,67.09,67.47,63.7,67.09,75019,62.5,4.59,0.07344,80516,1083422992,83.07,53.06,-0.11126,NASDAQ,44644,0,11.35,Finance,2
MATW,Matthews International Corp.,,,,,35.25,105816,35.46,-0.21,-0.00592,123267,1102972500,44.32,28.57,-0.08982,NASDAQ,153927,0,-21.37,Consumer Durables,3
RDWR,Radware Ltd.,23.51,23.83,23.83,23.07,23.83,201457,23.6,0.23,0.00975,226526,1104258370,26.98,16.02,-0.07055,NASDAQ,187454,0,49.45,Electronic Technology,3
COOP,"Mr. Cooper Group, Inc.",11.45,12.02,12.14,10.92,12.02,1005511,10.96,1.06,0.09672,965681,1105431320,14.68,4.31,0.05522,NASDAQ,645984,0,3.81,Finance,3
GGAL,Grupo Financiero Galicia SA,9.8,9.66,9.88,9.065,9.66,1734372,9.53,0.13,0.01364,1678734,1106591640,39.22,5.66,-0.39556,NASDAQ,1996248,0,1.56,Finance,1
AIMT,"Aimmune Therapeutics, Inc.",17.42,17.11,17.55,16.317,17.11,935087,17.14,-0.03,-0.00175,1091333,1116441188,37,10.09,-0.49675,NASDAQ,1190885,0,-3.86,Health Technology,2
ECOL,"US Ecology, Inc.",35.1,36.26,36.31,34.35,36.26,394562,34.44,1.82,0.05285,328250,1142302406,67.24,24.94,-0.32235,NASDAQ,461891,0,-4.34,Industrial Services,3
ARQT,"Arcutis Biotherapeutics, Inc.",30.25,30.2,30.9,28.915,30.2,55407,29.95,0.25,0.00835,60251,1152268920,40.88,17.1,0.31855,NASDAQ,220693,0,,Health Technology,2
TBIO,"Translate Bio, Inc.",21.39,19.63,21.75,16.5,19.63,1218747,21.02,-1.39,-0.06613,802852,1234899744,21.95,6.8,1.32197,NASDAQ,653546,0,-11.31,Health Technology,2
SPT,"Sprout Social, Inc.",26.12,24.92,26.6,23.06,24.92,360180,25.98,-1.06,-0.0408,267487,1254915180,29.53,10.54,0.4937,NASDAQ,263043,0,,Technology Services,1
RVNC,"Revance Therapeutics, Inc.",21.9,22.05,22.26,20.73,22.05,480670,21.46,0.59,0.02749,537502,1257996600,27.97,9.88,0.36469,NASDAQ,414831,0,-5.56,Health Technology,2
IBKCO,IBERIABANK Corp.,25.49,25.3,25.49,24.576,25.3,5783,24.4,0.9,0.03689,6473,1332396670,30.27,9.43,-0.06341,NASDAQ,4043,0,,Finance,2
SMCI,"Super Micro Computer, Inc.",25.52,25.89,25.97,24.95,25.89,378056,25.3,0.59,0.02332,262039,1344302004,30,15.76,0.10882,NASDAQ,281853,0,14.56,Electronic Technology,4
NWBI,"Northwest Bancshares, Inc. (Pennsylvania)",10.35,10.73,10.78,10.27,10.73,793067,10.09,0.64,0.06343,1458378,1368858290,17.74,8.52,-0.29177,NASDAQ,793141,0,12.13,Finance,1
KPTI,"Karyopharm Therapeutics, Inc.",19.51,18.81,19.82,18,18.81,1611618,19.29,-0.48,-0.02488,1483306,1375422939,29.61,5.14,-0.04928,NASDAQ,1928871,0,-6.44,Health Technology,2
PSDO,"Presidio, Inc.",,,,,16.6,0,16.6,0,0,653831,1387494400,17.49,12.03,0,NASDAQ,2968936,0,30.92,Technology Services,2
EVER,"EverQuote, Inc.",47.43,52.12,52.19,43.32,52.12,873896,46.63,5.49,0.11774,440072,1408903514,53.87,10.38,0.62154,NASDAQ,379711,0,-325.34,Technology Services,1
RCM,"R1 RCM, Inc.",,,,,13.09,691782,13.09,0,0,878904,1498320670,13.99,8.77,0.0031,NASDAQ,1189878,0,-135.51,Health Services,2
DRNA,"Dicerna Pharmaceuticals, Inc.",21.95,20.39,21.95,20.12,20.39,699084,21.75,-1.36,-0.06253,600297,1507155396,27.68,11.75,-0.14693,NASDAQ,458002,0,-12.1,Health Technology,2
MLHR,"Herman Miller, Inc.",26.08,25.93,26.36,24.72,25.93,693666,25.17,0.76,0.03019,557292,1523906100,49.87,14.39,-0.35181,NASDAQ,913387,0,7.26,Producer Manufacturing,4
WSBC,"WesBanco, Inc.",22.5,23.18,23.31,22.085,23.18,229037,21.55,1.63,0.07564,269222,1554406758,39.33,17.46,-0.31336,NASDAQ,209992,0,9.46,Finance,3
